id_licitacao,entidade,categoria,quantidade,preco_mercado,preco_estimado,preco_vencedor,numero_licitantes,bdi_percentual,numero_aditivos,historico_contratos,classe
LIC-2025-20714,Câmara Municipal de Recife,Material de Escritório,10,34.91,32.02,31.73,4,0.189,0,1,Não Fraudulenta
LIC-2025-20715,Prefeitura Municipal de São Paulo,Medicamento,5,92.39,95.42,86.46,3,0.1693,0,0,Não Fraudulenta
LIC-2025-20716,Câmara Municipal de Recife,Material de Escritório,50,35.37,33.44,31.42,4,0.1575,0,1,Não Fraudulenta
LIC-2025-20717,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,50,15344.55,14595.8,13578.12,3,0.1937,0,4,Não Fraudulenta
LIC-2025-20718,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,10,36.11,35.96,40.59,3,0.1873,0,3,Não Fraudulenta
LIC-2025-20719,Prefeitura Municipal de João Pessoa,Consultoria Técnica,50,12230.18,13137.16,11856.85,3,0.2167,0,2,Não Fraudulenta
LIC-2025-20720,Prefeitura Municipal de São Paulo,Serviço de Limpeza,5,1561.26,1560.11,1644.94,3,0.2461,0,1,Não Fraudulenta
LIC-2025-20721,Universidade Federal da Paraíba,Equipamento de Informática,10,2336.85,2369.32,2041.24,2,0.235,0,3,Não Fraudulenta
LIC-2025-20722,Universidade Federal da Paraíba,Equipamento de Informática,5,2556.82,2785.08,2424.08,4,0.243,0,1,Não Fraudulenta
LIC-2025-20723,Câmara Municipal de Recife,Serviço de Limpeza,5,1670.06,1777.14,1539.4,4,0.1556,0,1,Não Fraudulenta
LIC-2025-20724,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,50,14129.07,14447.49,14330.9,4,0.1759,0,0,Não Fraudulenta
LIC-2025-20725,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,10,2500.2,2670.43,2717.0,3,0.1905,0,0,Não Fraudulenta
LIC-2025-20726,Universidade Federal da Paraíba,Serviço de Limpeza,5,1658.19,1820.43,1432.69,4,0.1753,0,2,Não Fraudulenta
LIC-2025-20727,Câmara Municipal de Recife,Equipamento de Informática,20,2464.85,2529.23,2234.61,3,0.2029,0,2,Não Fraudulenta
LIC-2025-20728,Câmara Municipal de Recife,Serviço de Limpeza,50,1600.2,1726.33,1386.65,4,0.1538,0,1,Não Fraudulenta
LIC-2025-20729,Prefeitura Municipal de João Pessoa,Medicamento,50,80.33,75.01,85.5,5,0.2205,0,1,Não Fraudulenta
LIC-2025-20730,Secretaria de Educação do Estado do Ceará,Transporte Escolar,5,4055.29,4197.33,4335.93,3,0.1574,0,3,Não Fraudulenta
LIC-2025-20731,Governo do Estado de Pernambuco - Obras,Transporte Escolar,100,3535.05,3189.87,3302.88,4,0.1677,0,1,Não Fraudulenta
LIC-2025-20732,Câmara Municipal de Recife,Material de Escritório,20,35.01,35.88,31.98,3,0.1679,1,1,Não Fraudulenta
LIC-2025-20733,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,10,13923.22,14603.84,13664.39,5,0.2066,0,2,Não Fraudulenta
LIC-2025-20734,Câmara Municipal de Recife,Serviço de Limpeza,50,1561.88,1687.2,1556.54,4,0.1826,1,1,Não Fraudulenta
LIC-2025-20735,Prefeitura Municipal de João Pessoa,Transporte Escolar,10,4197.3,3824.86,7387.33,1,0.3545,0,2,Fraudulenta
LIC-2025-20736,Prefeitura Municipal de João Pessoa,Transporte Escolar,10,3711.34,3779.49,5633.67,1,0.4181,1,5,Fraudulenta
LIC-2025-20737,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Limpeza,20,1777.84,1777.97,1659.13,4,0.2193,1,1,Não Fraudulenta
LIC-2025-20738,Câmara Municipal de Recife,Mobiliário,20,1037.82,1043.59,1062.07,4,0.2465,0,0,Não Fraudulenta
LIC-2025-20739,Prefeitura Municipal de João Pessoa,Medicamento,100,101.2,103.53,88.86,4,0.2247,0,1,Não Fraudulenta
LIC-2025-20740,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,5,1843.91,1754.17,2085.09,4,0.1914,0,1,Não Fraudulenta
LIC-2025-20741,Governo do Estado de Pernambuco - Obras,Transporte Escolar,100,4401.26,4528.65,3805.98,2,0.2054,0,2,Não Fraudulenta
LIC-2025-20742,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,10,13422.42,13280.88,29036.79,1,0.4368,0,3,Fraudulenta
LIC-2025-20743,Câmara Municipal de Recife,Consultoria Técnica,50,17418.3,16163.21,30301.89,2,0.3722,1,1,Fraudulenta
LIC-2025-20744,Prefeitura Municipal de São Paulo,Medicamento,50,83.5,85.74,76.2,4,0.1579,0,0,Não Fraudulenta
LIC-2025-20745,Secretaria de Educação do Estado do Ceará,Serviço de Limpeza,50,1472.79,1462.01,1327.55,4,0.1803,0,0,Não Fraudulenta
LIC-2025-20746,Prefeitura Municipal de São Paulo,Mobiliário,20,766.15,754.71,823.24,3,0.2382,1,0,Não Fraudulenta
LIC-2025-20747,Secretaria de Educação do Estado do Ceará,Medicamento,20,83.51,81.7,87.5,4,0.1783,0,0,Não Fraudulenta
LIC-2025-20748,Governo do Estado da Bahia - Secretaria de Saúde,Equipamento de Informática,50,2503.89,2608.44,2372.01,3,0.1526,0,3,Não Fraudulenta
LIC-2025-20749,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,1,17275.23,15592.66,17219.34,3,0.2424,0,2,Não Fraudulenta
LIC-2025-20750,Prefeitura Municipal de São Paulo,Material de Escritório,10,42.44,44.37,91.22,1,0.3197,0,0,Fraudulenta
LIC-2025-20751,Prefeitura Municipal de João Pessoa,Serviço de Engenharia,5,215017.19,207070.87,319428.03,2,0.4253,0,0,Fraudulenta
LIC-2025-20752,Câmara Municipal de Recife,Medicamento,10,82.26,75.74,75.59,3,0.1753,1,2,Não Fraudulenta
LIC-2025-20753,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,10,2411.85,2521.63,2669.96,5,0.1836,0,0,Não Fraudulenta
LIC-2025-20754,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,10,14480.79,13629.91,12996.3,3,0.2106,0,2,Não Fraudulenta
LIC-2025-20755,Câmara Municipal de Recife,Medicamento,10,82.69,82.11,85.53,4,0.1994,0,0,Não Fraudulenta
LIC-2025-20756,Governo do Estado de Pernambuco - Obras,Mobiliário,10,971.28,1027.66,970.01,3,0.1911,0,0,Não Fraudulenta
LIC-2025-20757,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,5,82.21,77.25,156.35,1,0.4454,0,2,Fraudulenta
LIC-2025-20758,Secretaria de Educação do Estado do Ceará,Medicamento,50,81.28,88.44,82.15,3,0.2154,0,1,Não Fraudulenta
LIC-2025-20759,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,5,176920.59,178676.43,155937.49,4,0.171,0,1,Não Fraudulenta
LIC-2025-20760,Prefeitura Municipal de João Pessoa,Equipamento de Informática,5,2503.57,2654.61,2496.52,4,0.2206,0,0,Não Fraudulenta
LIC-2025-20761,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,50,15462.12,14599.79,16868.24,2,0.2492,0,2,Não Fraudulenta
LIC-2025-20762,Secretaria de Educação do Estado do Ceará,Mobiliário,50,868.65,875.16,1217.74,1,0.3957,0,1,Fraudulenta
LIC-2025-20763,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,20,1735.73,1624.11,3735.84,1,0.4251,1,4,Fraudulenta
LIC-2025-20764,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,10,162900.62,150581.72,167067.33,3,0.1975,0,2,Não Fraudulenta
LIC-2025-20765,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,10,12845.21,13166.2,14509.61,3,0.245,0,1,Não Fraudulenta
LIC-2025-20766,Universidade Federal da Paraíba,Mobiliário,50,910.73,941.58,815.19,2,0.2379,0,0,Não Fraudulenta
LIC-2025-20767,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,20,935.39,847.64,804.29,3,0.2395,1,1,Não Fraudulenta
LIC-2025-20768,Governo do Estado de Pernambuco - Obras,Material de Escritório,100,40.26,37.47,43.37,4,0.2209,0,0,Não Fraudulenta
LIC-2025-20769,Governo do Estado de Pernambuco - Obras,Mobiliário,20,799.1,789.3,867.17,3,0.2292,0,1,Não Fraudulenta
LIC-2025-20770,Câmara Municipal de Recife,Medicamento,10,92.59,85.49,84.52,3,0.2408,0,2,Não Fraudulenta
LIC-2025-20771,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,100,1643.82,1599.02,1524.17,4,0.154,0,1,Não Fraudulenta
LIC-2025-20772,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,10,42.83,45.16,44.34,3,0.2394,0,2,Não Fraudulenta
LIC-2025-20773,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,10,96.24,102.52,96.95,4,0.1853,0,0,Não Fraudulenta
LIC-2025-20774,Universidade Federal da Paraíba,Mobiliário,5,1005.98,925.29,1113.15,3,0.2473,1,0,Não Fraudulenta
LIC-2025-20775,Universidade Federal da Paraíba,Material de Escritório,1,43.28,42.86,85.09,1,0.4279,0,1,Fraudulenta
LIC-2025-20776,Universidade Federal da Paraíba,Consultoria Técnica,100,16159.02,17132.99,15365.51,2,0.1981,0,1,Não Fraudulenta
LIC-2025-20777,Prefeitura Municipal de São Paulo,Medicamento,100,86.79,94.87,154.91,1,0.3564,1,4,Fraudulenta
LIC-2025-20778,Câmara Municipal de Recife,Consultoria Técnica,10,15657.17,15923.95,15591.68,3,0.1642,0,0,Não Fraudulenta
LIC-2025-20779,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,20,957.86,1044.18,829.14,5,0.2363,0,3,Não Fraudulenta
LIC-2025-20780,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,5,1402.27,1385.65,1535.3,5,0.1889,0,2,Não Fraudulenta
LIC-2025-20781,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,20,16453.86,17343.72,15492.37,5,0.2163,0,0,Não Fraudulenta
LIC-2025-20782,Secretaria de Educação do Estado do Ceará,Transporte Escolar,50,3587.49,3351.94,3361.46,4,0.1618,0,0,Não Fraudulenta
LIC-2025-20783,Prefeitura Municipal de João Pessoa,Material de Escritório,1,34.03,36.98,31.31,4,0.2109,1,1,Não Fraudulenta
LIC-2025-20784,Câmara Municipal de Recife,Mobiliário,5,862.65,942.67,807.75,2,0.2204,0,2,Não Fraudulenta
LIC-2025-20785,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,10,17526.42,16898.75,17706.35,4,0.1603,1,1,Não Fraudulenta
LIC-2025-20786,Câmara Municipal de Recife,Material de Escritório,50,38.16,37.41,43.46,2,0.1921,0,1,Não Fraudulenta
LIC-2025-20787,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,5,42.97,42.42,47.04,4,0.1986,0,1,Não Fraudulenta
LIC-2025-20788,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,10,2730.51,2479.48,3837.54,1,0.2917,2,1,Fraudulenta
LIC-2025-20789,Prefeitura Municipal de João Pessoa,Material de Escritório,10,46.98,47.17,52.24,3,0.1835,0,1,Não Fraudulenta
LIC-2025-20790,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,20,36.63,37.2,56.89,1,0.4393,0,2,Fraudulenta
LIC-2025-20791,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,5,92.22,85.91,99.43,2,0.2058,0,1,Não Fraudulenta
LIC-2025-20792,Universidade Federal da Paraíba,Medicamento,10,91.8,96.09,83.33,2,0.2398,0,1,Não Fraudulenta
LIC-2025-20793,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,5,932.16,936.85,918.7,4,0.209,0,3,Não Fraudulenta
LIC-2025-20794,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,5,195132.48,202053.51,337461.75,1,0.3938,0,5,Fraudulenta
LIC-2025-20795,Departamento Estadual de Trânsito de Minas Gerais,Material de Escritório,20,38.61,41.39,44.18,4,0.2294,0,0,Não Fraudulenta
LIC-2025-20796,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,50,727.92,774.05,1401.75,1,0.384,1,1,Fraudulenta
LIC-2025-20797,Governo do Estado da Bahia - Secretaria de Saúde,Material de Escritório,5,41.42,41.59,41.54,3,0.1898,0,2,Não Fraudulenta
LIC-2025-20798,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,10,103.51,110.7,88.54,2,0.201,1,1,Não Fraudulenta
LIC-2025-20799,Prefeitura Municipal de São Paulo,Equipamento de Informática,5,2771.32,2960.57,2891.39,2,0.2329,0,0,Não Fraudulenta
LIC-2025-20800,Prefeitura Municipal de João Pessoa,Equipamento de Informática,50,2214.85,2011.23,2001.31,3,0.1918,0,1,Não Fraudulenta
LIC-2025-20801,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,1,187567.32,183656.35,208215.16,4,0.2358,0,0,Não Fraudulenta
LIC-2025-20802,Secretaria de Educação do Estado do Ceará,Equipamento de Informática,20,2206.07,2180.14,4545.05,1,0.4335,1,4,Fraudulenta
LIC-2025-20803,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,50,1575.97,1714.96,1558.3,4,0.2322,0,0,Não Fraudulenta
LIC-2025-20804,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,20,17808.44,18709.5,15312.55,3,0.2147,0,0,Não Fraudulenta
LIC-2025-20805,Universidade Federal da Paraíba,Transporte Escolar,50,4077.44,3830.6,3810.69,3,0.1552,0,1,Não Fraudulenta
LIC-2025-20806,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,10,14720.22,14770.62,14487.64,4,0.2118,0,0,Não Fraudulenta
LIC-2025-20807,Prefeitura Municipal de João Pessoa,Equipamento de Informática,10,2396.89,2513.64,2316.45,2,0.1727,0,1,Não Fraudulenta
LIC-2025-20808,Governo do Estado da Bahia - Secretaria de Saúde,Consultoria Técnica,5,15977.44,17103.97,15936.77,5,0.1833,0,0,Não Fraudulenta
LIC-2025-20809,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,20,12537.79,13689.35,13621.66,4,0.209,0,4,Não Fraudulenta
LIC-2025-20810,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,20,176722.76,166447.67,281555.58,1,0.3446,0,3,Fraudulenta
LIC-2025-20811,Câmara Municipal de Recife,Material de Escritório,1,44.41,45.04,39.75,3,0.1754,0,0,Não Fraudulenta
LIC-2025-20812,Câmara Municipal de Recife,Medicamento,5,92.37,85.29,87.07,2,0.1699,0,0,Não Fraudulenta
LIC-2025-20813,Câmara Municipal de Recife,Transporte Escolar,50,4738.4,4498.4,4059.1,4,0.1914,0,0,Não Fraudulenta
LIC-2025-20814,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,20,96.65,90.46,98.54,5,0.1617,0,1,Não Fraudulenta
LIC-2025-20815,Prefeitura Municipal de João Pessoa,Medicamento,20,97.66,106.35,186.95,1,0.4427,0,5,Fraudulenta
LIC-2025-20816,Universidade Federal da Paraíba,Consultoria Técnica,10,15121.08,14500.91,23832.39,1,0.3554,0,2,Fraudulenta
LIC-2025-20817,Prefeitura Municipal de João Pessoa,Serviço de Limpeza,20,1698.34,1853.3,2714.53,2,0.4385,1,1,Fraudulenta
LIC-2025-20818,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,20,160673.98,150429.99,143082.02,3,0.2439,0,3,Não Fraudulenta
LIC-2025-20819,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,10,872.82,839.53,996.47,2,0.2233,0,2,Não Fraudulenta
LIC-2025-20820,Prefeitura Municipal de São Paulo,Serviço de Limpeza,5,1697.08,1769.24,1605.09,3,0.2456,1,2,Não Fraudulenta
LIC-2025-20821,Secretaria de Educação do Estado do Ceará,Transporte Escolar,10,3450.82,3400.03,2956.49,3,0.2281,0,2,Não Fraudulenta
LIC-2025-20822,Universidade Federal da Paraíba,Material de Escritório,20,44.6,44.97,39.73,5,0.1971,1,3,Não Fraudulenta
LIC-2025-20823,Câmara Municipal de Recife,Medicamento,10,100.55,106.64,97.18,2,0.2415,0,1,Não Fraudulenta
LIC-2025-20824,Universidade Federal da Paraíba,Material de Escritório,10,42.87,39.16,46.37,4,0.1671,1,2,Não Fraudulenta
LIC-2025-20825,Governo do Estado de Pernambuco - Obras,Consultoria Técnica,20,17514.23,18915.05,16328.93,3,0.1888,0,0,Não Fraudulenta
LIC-2025-20826,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,50,1324.71,1371.77,1262.91,2,0.177,0,1,Não Fraudulenta
LIC-2025-20827,Governo do Estado de Pernambuco - Obras,Equipamento de Informática,20,2470.32,2654.89,2480.01,4,0.2347,0,2,Não Fraudulenta
LIC-2025-20828,Prefeitura Municipal de João Pessoa,Transporte Escolar,20,4047.43,3924.2,4236.1,3,0.2214,1,0,Não Fraudulenta
LIC-2025-20829,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,20,173377.45,179877.88,180672.35,5,0.1918,1,1,Não Fraudulenta
LIC-2025-20830,Universidade Federal da Paraíba,Medicamento,10,118.02,128.84,166.64,1,0.4493,0,2,Fraudulenta
LIC-2025-20831,Prefeitura Municipal de São Paulo,Equipamento de Informática,20,2277.03,2442.04,2404.6,4,0.1721,0,1,Não Fraudulenta
LIC-2025-20832,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,50,16802.19,16657.77,17327.73,4,0.1925,0,0,Não Fraudulenta
LIC-2025-20833,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,20,1567.45,1548.68,3095.53,1,0.3135,0,2,Fraudulenta
LIC-2025-20834,Prefeitura Municipal de São Paulo,Mobiliário,10,913.38,859.22,1017.62,3,0.1912,0,1,Não Fraudulenta
LIC-2025-20835,Secretaria de Educação do Estado do Ceará,Material de Escritório,20,43.31,40.52,47.35,5,0.1636,0,0,Não Fraudulenta
LIC-2025-20836,Departamento Estadual de Trânsito de Minas Gerais,Medicamento,5,93.02,86.39,93.96,2,0.1509,0,0,Não Fraudulenta
LIC-2025-20837,Secretaria de Educação do Estado do Ceará,Medicamento,20,93.48,95.08,81.9,2,0.1688,0,1,Não Fraudulenta
LIC-2025-20838,Prefeitura Municipal de São Paulo,Transporte Escolar,1,4030.3,4115.55,4138.48,3,0.2073,1,1,Não Fraudulenta
LIC-2025-20839,Prefeitura Municipal de São Paulo,Serviço de Engenharia,10,162909.62,163053.67,163066.95,2,0.2224,0,0,Não Fraudulenta
LIC-2025-20840,Câmara Municipal de Recife,Serviço de Limpeza,20,1553.02,1673.88,1564.87,4,0.2383,0,1,Não Fraudulenta
LIC-2025-20841,Prefeitura Municipal de João Pessoa,Transporte Escolar,10,3821.65,4101.19,3711.37,2,0.1856,0,0,Não Fraudulenta
LIC-2025-20842,Governo do Estado de Pernambuco - Obras,Serviço de Limpeza,50,1441.32,1428.11,1649.77,3,0.158,0,2,Não Fraudulenta
LIC-2025-20843,Prefeitura Municipal de João Pessoa,Material de Escritório,10,32.86,32.97,29.41,2,0.1624,0,1,Não Fraudulenta
LIC-2025-20844,Prefeitura Municipal de João Pessoa,Transporte Escolar,10,3477.72,3796.16,3196.54,3,0.171,0,0,Não Fraudulenta
LIC-2025-20845,Câmara Municipal de Recife,Medicamento,20,100.93,108.98,110.14,4,0.1627,0,0,Não Fraudulenta
LIC-2025-20846,Câmara Municipal de Recife,Material de Escritório,10,36.21,36.62,41.07,2,0.2474,0,1,Não Fraudulenta
LIC-2025-20847,Universidade Federal da Paraíba,Transporte Escolar,5,4572.62,4397.82,4663.77,3,0.1996,0,0,Não Fraudulenta
LIC-2025-20848,Prefeitura Municipal de São Paulo,Equipamento de Informática,20,2895.81,2639.7,5714.32,1,0.3486,0,1,Fraudulenta
LIC-2025-20849,Prefeitura Municipal de São Paulo,Material de Escritório,20,44.22,42.08,50.75,4,0.2341,0,1,Não Fraudulenta
LIC-2025-20850,Câmara Municipal de Recife,Consultoria Técnica,5,13218.42,12959.21,12608.78,4,0.2209,0,1,Não Fraudulenta
LIC-2025-20851,Governo do Estado de Pernambuco - Obras,Material de Escritório,10,33.34,36.63,48.61,2,0.3313,1,2,Fraudulenta
LIC-2025-20852,Governo do Estado da Bahia - Secretaria de Saúde,Medicamento,10,96.43,100.68,109.26,2,0.2003,0,1,Não Fraudulenta
LIC-2025-20853,Câmara Municipal de Recife,Material de Escritório,20,45.66,43.3,39.07,4,0.2433,0,1,Não Fraudulenta
LIC-2025-20854,Secretaria de Educação do Estado do Ceará,Serviço de Limpeza,100,1580.99,1432.06,1572.38,2,0.1714,0,2,Não Fraudulenta
LIC-2025-20855,Câmara Municipal de Recife,Consultoria Técnica,50,17166.05,17563.01,33579.95,1,0.3761,1,2,Fraudulenta
LIC-2025-20856,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,20,12026.16,13047.54,17749.5,1,0.3435,0,2,Fraudulenta
LIC-2025-20857,Prefeitura Municipal de São Paulo,Medicamento,10,112.42,116.69,119.1,3,0.16,0,3,Não Fraudulenta
LIC-2025-20858,Câmara Municipal de Recife,Mobiliário,5,835.95,849.09,1801.21,1,0.4351,1,5,Fraudulenta
LIC-2025-20859,Secretaria de Educação do Estado do Ceará,Serviço de Limpeza,100,1748.67,1845.53,1599.49,2,0.1983,0,2,Não Fraudulenta
LIC-2025-20860,Prefeitura Municipal de São Paulo,Consultoria Técnica,20,12229.22,12511.02,10972.67,3,0.2094,0,0,Não Fraudulenta
LIC-2025-20861,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,100,172347.78,162952.13,181013.51,4,0.2144,0,2,Não Fraudulenta
LIC-2025-20862,Prefeitura Municipal de São Paulo,Consultoria Técnica,20,14340.4,15383.17,13494.83,5,0.2282,1,0,Não Fraudulenta
LIC-2025-20863,Governo do Estado da Bahia - Secretaria de Saúde,Transporte Escolar,20,3639.27,3875.16,6739.4,1,0.3349,1,4,Fraudulenta
LIC-2025-20864,Governo do Estado da Bahia - Secretaria de Saúde,Serviço de Engenharia,20,144838.43,146484.15,148832.25,4,0.2071,0,0,Não Fraudulenta
LIC-2025-20865,Prefeitura Municipal de São Paulo,Mobiliário,20,818.99,750.14,832.34,3,0.222,0,1,Não Fraudulenta
LIC-2025-20866,Universidade Federal da Paraíba,Equipamento de Informática,20,2637.45,2665.63,5162.03,1,0.4402,1,2,Fraudulenta
LIC-2025-20867,Governo do Estado de Pernambuco - Obras,Medicamento,10,99.06,95.02,89.12,5,0.1608,1,3,Não Fraudulenta
LIC-2025-20868,Secretaria de Educação do Estado do Ceará,Material de Escritório,20,37.45,35.96,37.43,3,0.1787,0,0,Não Fraudulenta
LIC-2025-20869,Secretaria de Educação do Estado do Ceará,Serviço de Engenharia,5,162248.91,148433.31,332665.87,1,0.392,0,3,Fraudulenta
LIC-2025-20870,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,10,15385.81,14199.67,15042.2,3,0.221,0,2,Não Fraudulenta
LIC-2025-20871,Prefeitura Municipal de São Paulo,Material de Escritório,5,45.54,47.69,40.69,3,0.2476,0,1,Não Fraudulenta
LIC-2025-20872,Universidade Federal da Paraíba,Medicamento,10,102.85,112.17,112.7,3,0.1541,0,3,Não Fraudulenta
LIC-2025-20873,Governo do Estado de Pernambuco - Obras,Transporte Escolar,10,3521.88,3819.48,3812.31,3,0.2004,0,0,Não Fraudulenta
LIC-2025-20874,Câmara Municipal de Recife,Material de Escritório,20,32.49,30.1,34.94,3,0.2017,0,4,Não Fraudulenta
LIC-2025-20875,Governo do Estado de Pernambuco - Obras,Medicamento,10,98.79,95.45,93.73,2,0.1899,1,0,Não Fraudulenta
LIC-2025-20876,Câmara Municipal de Recife,Serviço de Limpeza,20,1557.1,1423.51,1651.54,3,0.2372,0,0,Não Fraudulenta
LIC-2025-20877,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,100,171230.14,173846.73,162205.3,4,0.1635,0,0,Não Fraudulenta
LIC-2025-20878,Universidade Federal da Paraíba,Serviço de Limpeza,50,1422.5,1484.35,1434.35,3,0.1961,0,1,Não Fraudulenta
LIC-2025-20879,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Engenharia,100,211519.05,226839.5,209478.9,4,0.2395,0,2,Não Fraudulenta
LIC-2025-20880,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,50,1888.38,1791.93,1900.17,3,0.2277,0,1,Não Fraudulenta
LIC-2025-20881,Universidade Federal da Paraíba,Consultoria Técnica,20,15704.13,15405.47,17879.03,3,0.2234,0,1,Não Fraudulenta
LIC-2025-20882,Câmara Municipal de Recife,Consultoria Técnica,10,15265.08,15397.79,13592.57,3,0.1669,0,3,Não Fraudulenta
LIC-2025-20883,Câmara Municipal de Recife,Serviço de Limpeza,100,1688.28,1779.17,1921.27,4,0.2354,0,0,Não Fraudulenta
LIC-2025-20884,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,10,817.53,875.64,1194.31,1,0.314,0,2,Fraudulenta
LIC-2025-20885,Secretaria de Educação do Estado do Ceará,Transporte Escolar,10,3852.62,3555.16,4086.2,4,0.2228,0,3,Não Fraudulenta
LIC-2025-20886,Câmara Municipal de Recife,Material de Escritório,100,44.96,47.99,89.52,2,0.3954,1,5,Fraudulenta
LIC-2025-20887,Departamento Estadual de Trânsito de Minas Gerais,Equipamento de Informática,20,2686.95,2843.82,3016.57,5,0.1564,0,0,Não Fraudulenta
LIC-2025-20888,Departamento Estadual de Trânsito de Minas Gerais,Mobiliário,10,913.27,988.3,811.21,2,0.2089,0,0,Não Fraudulenta
LIC-2025-20889,Câmara Municipal de Recife,Consultoria Técnica,50,17564.2,17222.09,16952.7,4,0.1976,0,3,Não Fraudulenta
LIC-2025-20890,Departamento Estadual de Trânsito de Minas Gerais,Consultoria Técnica,1,12603.18,12593.65,11978.32,4,0.2199,0,2,Não Fraudulenta
LIC-2025-20891,Universidade Federal da Paraíba,Serviço de Engenharia,20,158355.42,152263.65,301956.59,1,0.3317,1,1,Fraudulenta
LIC-2025-20892,Departamento Estadual de Trânsito de Minas Gerais,Serviço de Limpeza,5,1775.91,1644.39,1779.6,4,0.2133,0,0,Não Fraudulenta
LIC-2025-20893,Governo do Estado da Bahia - Secretaria de Saúde,Mobiliário,10,820.85,762.74,774.0,3,0.2164,0,1,Não Fraudulenta
LIC-2025-20894,Universidade Federal da Paraíba,Serviço de Engenharia,10,182965.54,165536.84,317330.97,2,0.4027,0,5,Fraudulenta
LIC-2025-20895,Prefeitura Municipal de São Paulo,Serviço de Engenharia,20,183516.61,184923.32,208220.05,5,0.2376,0,1,Não Fraudulenta
LIC-2025-20896,Universidade Federal da Paraíba,Equipamento de Informática,10,2495.06,2667.98,2680.72,2,0.1752,0,0,Não Fraudulenta
LIC-2025-20897,Prefeitura Municipal de João Pessoa,Transporte Escolar,10,3623.79,3514.98,3480.12,3,0.16,0,1,Não Fraudulenta
LIC-2025-20898,Câmara Municipal de Recife,Consultoria Técnica,50,13257.97,14277.97,12974.48,2,0.2442,0,0,Não Fraudulenta
LIC-2025-20899,Prefeitura Municipal de João Pessoa,Material de Escritório,10,44.95,46.71,44.16,4,0.1886,0,2,Não Fraudulenta
LIC-2025-20900,Prefeitura Municipal de São Paulo,Material de Escritório,20,42.78,43.14,46.14,2,0.2498,0,3,Não Fraudulenta
LIC-2025-20901,Secretaria de Educação do Estado do Ceará,Consultoria Técnica,10,17258.53,16228.73,35043.36,2,0.3077,1,4,Fraudulenta
LIC-2025-20902,Governo do Estado de Pernambuco - Obras,Serviço de Engenharia,10,180371.81,181502.05,196137.36,3,0.2281,0,0,Não Fraudulenta
